Hörnum	3.650022983190503e6	532050.3329502147	5.185984277481605e6
Wetzell	4.075539023623032e6	931663.4085787924	4.801628440589452e6
Titz	3.9937808690101644e6	450206.5127328357	4.936136729499081e6
Lindenberg	3.798345289374423e6	955552.8201560201	5.017221573084684e6
