  -2.8329340e+06   2.0151542e+07   1.6849875e+07   0.0000000e+00
   2.1735485e+06  -2.0701108e+07   1.6386531e+07   0.0000000e+00
   7.1102181e+06   1.5587350e+07   2.0276514e+07   0.0000000e+00
   2.6271512e+07  -2.1002990e+06  -4.3097783e+06   0.0000000e+00
   2.6540771e+07   1.2408974e+06  -4.0426139e+06   0.0000000e+00
  -2.8966568e+06   2.0038300e+07   1.6975424e+07   6.0000000e+01
   2.2452086e+06  -2.0596518e+07   1.6508959e+07   6.0000000e+01
   7.0214184e+06   1.5713322e+07   2.0207465e+07   6.0000000e+01
   2.6299239e+07  -2.0882032e+06  -4.1202007e+06   6.0000000e+01
   2.6570044e+07   1.2517740e+06  -3.8527289e+06   6.0000000e+01
  -2.9612352e+06   1.9924443e+07   1.7099630e+07   1.2000000e+02
   2.3176858e+06  -2.0491363e+07   1.6630092e+07   1.2000000e+02
   6.9333457e+06   1.5839161e+07   2.0136843e+07   1.2000000e+02
   2.6325560e+07  -2.0762256e+06  -3.9303089e+06   1.2000000e+02
   2.6597922e+07   1.2623295e+06  -3.6625590e+06   1.2000000e+02
  -3.0266671e+06   1.9809986e+07   1.7222488e+07   1.8000000e+02
   2.3909773e+06  -2.0385658e+07   1.6749924e+07   1.8000000e+02
   6.8460003e+06   1.5964854e+07   2.0064657e+07   1.8000000e+02
   2.6350475e+07  -2.0643546e+06  -3.7401177e+06   1.8000000e+02
   2.6624407e+07   1.2725760e+06  -3.4721181e+06   1.8000000e+02
  -3.0929506e+06   1.9694943e+07   1.7343989e+07   2.4000000e+02
   2.4650805e+06  -2.0279414e+07   1.6868447e+07   2.4000000e+02
   6.7593826e+06   1.6090386e+07   1.9990914e+07   2.4000000e+02
   2.6373984e+07  -2.0525784e+06  -3.5496417e+06   2.4000000e+02
   2.6649497e+07   1.2825253e+06  -3.2814206e+06   2.4000000e+02
  -3.1600833e+06   1.9579328e+07   1.7464126e+07   3.0000000e+02
   2.5399925e+06  -2.0172646e+07   1.6985654e+07   3.0000000e+02
   6.6734930e+06   1.6215745e+07   1.9915622e+07   3.0000000e+02
   2.6396088e+07  -2.0408856e+06  -3.3588956e+06   3.0000000e+02
   2.6673193e+07   1.2921893e+06  -3.0904807e+06   3.0000000e+02
  -3.2280634e+06   1.9463156e+07   1.7582893e+07   3.6000000e+02
   2.6157108e+06  -2.0065366e+07   1.7101539e+07   3.6000000e+02
   6.5883318e+06   1.6340916e+07   1.9838788e+07   3.6000000e+02
   2.6416786e+07  -2.0292646e+06  -3.1678941e+06   3.6000000e+02
   2.6695493e+07   1.3015799e+06  -2.8993125e+06   3.6000000e+02
  -3.2968886e+06   1.9346442e+07   1.7700282e+07   4.2000000e+02
   2.6922326e+06  -1.9957589e+07   1.7216094e+07   4.2000000e+02
   6.5038995e+06   1.6465887e+07   1.9760420e+07   4.2000000e+02
   2.6436081e+07  -2.0177036e+06  -2.9766517e+06   4.2000000e+02
   2.6716398e+07   1.3107091e+06  -2.7079301e+06   4.2000000e+02
  -3.3665570e+06   1.9229200e+07   1.7816286e+07   4.8000000e+02
   2.7695552e+06  -1.9849327e+07   1.7329313e+07   4.8000000e+02
   6.4201964e+06   1.6590642e+07   1.9680525e+07   4.8000000e+02
   2.6453971e+07  -2.0061912e+06  -2.7851832e+06   4.8000000e+02
   2.6735908e+07   1.3195888e+06  -2.5163480e+06   4.8000000e+02
  -3.4370664e+06   1.9111444e+07   1.7930899e+07   5.4000000e+02
   2.8476759e+06  -1.9740593e+07   1.7441188e+07   5.4000000e+02
   6.3372229e+06   1.6715168e+07   1.9599111e+07   5.4000000e+02
   2.6470458e+07  -1.9947157e+06  -2.5935033e+06   5.4000000e+02
   2.6754021e+07   1.3282309e+06  -2.3245801e+06   5.4000000e+02
  -3.5084147e+06   1.8993190e+07   1.8044112e+07   6.0000000e+02
   2.9265920e+06  -1.9631402e+07   1.7551712e+07   6.0000000e+02
   6.2549794e+06   1.6839453e+07   1.9516185e+07   6.0000000e+02
   2.6485542e+07  -1.9832655e+06  -2.4016266e+06   6.0000000e+02
   2.6770739e+07   1.3366473e+06  -2.1326407e+06   6.0000000e+02
  -3.5805999e+06   1.8874451e+07   1.8155920e+07   6.6000000e+02
   3.0063009e+06  -1.9521767e+07   1.7660878e+07   6.6000000e+02
   6.1734662e+06   1.6963481e+07   1.9431755e+07   6.6000000e+02
   2.6499223e+07  -1.9718290e+06  -2.2095677e+06   6.6000000e+02
   2.6786060e+07   1.3448499e+06  -1.9405440e+06   6.6000000e+02
  -3.6536199e+06   1.8755242e+07   1.8266314e+07   7.2000000e+02
   3.0867997e+06  -1.9411700e+07   1.7768680e+07   7.2000000e+02
   6.0926837e+06   1.7087240e+07   1.9345829e+07   7.2000000e+02
   2.6511502e+07  -1.9603946e+06  -2.0173414e+06   7.2000000e+02
   2.6799984e+07   1.3528506e+06  -1.7483042e+06   7.2000000e+02
  -3.7274726e+06   1.8635578e+07   1.8375289e+07   7.8000000e+02
   3.1680858e+06  -1.9301215e+07   1.7875109e+07   7.8000000e+02
   6.0126323e+06   1.7210715e+07   1.9258413e+07   7.8000000e+02
   2.6522379e+07  -1.9489508e+06  -1.8249622e+06   7.8000000e+02
   2.6812511e+07   1.3606614e+06  -1.5559354e+06   7.8000000e+02
  -3.8021558e+06   1.8515473e+07   1.8482836e+07   8.4000000e+02
   3.2501566e+06  -1.9190325e+07   1.7980161e+07   8.4000000e+02
   5.9333124e+06   1.7333893e+07   1.9169515e+07   8.4000000e+02
   2.6531855e+07  -1.9374858e+06  -1.6324449e+06   8.4000000e+02
   2.6823640e+07   1.3682942e+06  -1.3634520e+06   8.4000000e+02
  -3.8776676e+06   1.8394942e+07   1.8588948e+07   9.0000000e+02
   3.3330092e+06  -1.9079045e+07   1.8083826e+07   9.0000000e+02
   5.8547244e+06   1.7456760e+07   1.9079144e+07   9.0000000e+02
   2.6539930e+07  -1.9259881e+06  -1.4398041e+06   9.0000000e+02
   2.6833372e+07   1.3757608e+06  -1.1708679e+06   9.0000000e+02
  -3.9540058e+06   1.8273999e+07   1.8693620e+07   9.6000000e+02
   3.4166410e+06  -1.8967386e+07   1.8186098e+07   9.6000000e+02
   5.7768686e+06   1.7579303e+07   1.8987305e+07   9.6000000e+02
   2.6546605e+07  -1.9144461e+06  -1.2470546e+06   9.6000000e+02
   2.6841706e+07   1.3830733e+06  -9.7819759e+05   9.6000000e+02
  -4.0311683e+06   1.8152658e+07   1.8796843e+07   1.0200000e+03
   3.5010493e+06  -1.8855363e+07   1.8286971e+07   1.0200000e+03
   5.6997454e+06   1.7701507e+07   1.8894008e+07   1.0200000e+03
   2.6551879e+07  -1.9028482e+06  -1.0542108e+06   1.0200000e+03
   2.6848642e+07   1.3902434e+06  -7.8545509e+05   1.0200000e+03
  -4.1091532e+06   1.8030935e+07   1.8898610e+07   1.0800000e+03
   3.5862314e+06  -1.8742989e+07   1.8386437e+07   1.0800000e+03
   5.6233552e+06   1.7823360e+07   1.8799259e+07   1.0800000e+03
   2.6555754e+07  -1.8911828e+06  -8.6128760e+05   1.0800000e+03
   2.6854179e+07   1.3972832e+06  -5.9265463e+05   1.0800000e+03
  -4.1879581e+06   1.7908843e+07   1.8998915e+07   1.1400000e+03
   3.6721846e+06  -1.8630277e+07   1.8484489e+07   1.1400000e+03
   5.5476984e+06   1.7944846e+07   1.8703067e+07   1.1400000e+03
   2.6558231e+07  -1.8794383e+06  -6.6829955e+05   1.1400000e+03
   2.6858317e+07   1.4042045e+06  -3.9981039e+05   1.1400000e+03
