2.396223283629991e7	0
2.4406859534732908e7	0
2.17148517997958e7	0
2.202265012258651e7	0
2.0285008775645778e7	0
2.0409486168178815e7	0
2.3981895363230374e7	0
2.1453923804823134e7	0
2.1707153822788425e7	0
2.4065224072123792e7	0
2.406170347166178e7	0
2.3952732673290547e7	60
2.436829545372997e7	60
2.1740647598134536e7	60
2.2009637065365512e7	60
2.029530179665961e7	60
2.03950937410639e7	60
2.4021514052906644e7	60
2.147587140039971e7	60
2.167748317114375e7	60
2.40184789805967e7	60
2.4020355977266937e7	60
2.3943661100754157e7	120
2.4329763207576293e7	120
2.1766613796256337e7	120
2.199705098008549e7	120
2.0305896765853375e7	120
2.038102901865868e7	120
2.4061205752376217e7	120
2.1498188188100196e7	120
2.164809948353457e7	120
2.397177901586099e7	120
2.397906910545387e7	120
2.393502070675677e7	180
2.429126651077893e7	180
2.1792749652508065e7	180
2.1984894064774755e7	180
2.0316792269409552e7	180
2.0367294108161896e7	180
2.4100971913882814e7	180
2.1520873579684522e7	180
2.1619008643448286e7	180
2.3925131401099112e7	180
2.393784956645171e7	180
2.3926813980865702e7	240
2.42528090214284e7	240
2.1819054429487016e7	240
2.1973168503588542e7	240
2.032798691972574e7	240
2.035389112399743e7	240
2.4140813833178874e7	240
2.1543926836500704e7	240
2.1590216378056243e7	240
2.387854322659554e7	240
2.3896703956725277e7	240
2.391904330579805e7	300
2.4214394348914877e7	300
2.1845527379700642e7	300
2.1961876411760047e7	300
2.033947930294777e7	300
2.418078210281107e7	300
2.0340772693947196e7	300
2.1567347071845643e7	300
2.15617282464653e7	300
2.3832021466619413e7	300
2.3855638736828763e7	300
2.3911710962154247e7	360
2.4176026058276534e7	360
2.1872167721691184e7	360
2.1951019877589073e7	360
2.0351267987851832e7	360
2.4220778709487572e7	360
2.032803988297071e7	360
2.1591133269361544e7	360
2.1533549634506337e7	360
2.37855729642179e7	360
2.3814660256760396e7	360
2.3904819135849703e7	420
2.413770765992952e7	420
2.1898974668506406e7	420
2.1940600916736756e7	420
2.03633515583906e7	420
2.4260853905486107e7	420
2.031564532244422e7	420
2.161528424314486e7	420
2.1505685764995974e7	420
2.373920442367243e7	420
2.3773774710229613e7	420
2.3898369897073433e7	480
2.409944261210732e7	480
2.1925947397161406e7	480
2.0375728750634253e7	480
2.193062130153659e7	480
2.430100829723343e7	480
2.0303591083483726e7	480
2.1639798679266576e7	480
2.147814170022041e7	480
2.369292239490295e7	480
2.3732988173201878e7	480
2.3892365220487855e7	540
2.4061234314214166e7	540
2.1953085067137253e7	540
2.0388397719955474e7	540
2.1921083322618954e7	540
2.4341242303604566e7	540
2.0291879256665003e7	540
2.1664675087312378e7	540
2.1450922308658395e7	540
2.3646733311244734e7	540
2.3692306567673746e7	540
2.388680697600029e7	600
2.4023086123297572e7	600
2.1980386797525734e7	600
2.0401357179970663e7	600
2.1911988620230533e7	600
2.4381556184055734e7	600
2.0280511899890758e7	600
2.168991183410849e7	600
2.142403230484907e7	600
2.36006434423689e7	600
2.3651735678745348e7	600
2.388169692853932e7	660
2.398500134574144e7	660
2.2007851684275158e7	660
2.041460562892361e7	660
2.1903338953973312e7	660
2.4421950016062126e7	660
2.026949103881819e7	660
2.171550711054866e7	660
2.1397476216770757e7	660
2.355465891121048e7	660
2.3611281130015768e7	660
2.3877036736799e7	720
2.394698321671339e7	720
2.203547876208273e7	720
2.042814155143029e7	720
2.189513601700363e7	720
2.446242371642394e7	720
2.0258818692650422e7	720
2.1741458958322156e7	720
2.1371258401237864e7	720
2.3508785688562773e7	720
2.3570948410296746e7	720
2.3872827954767466e7	780
2.390903493658129e7	780
2.2063267047736257e7	780
2.044196338822195e7	780
2.188738141480864e7	780
2.450297702595745e7	780
2.024849684187473e7	780
2.1767765253819454e7	780
2.1345383025361683e7	780
2.3463029589884367e7	780
2.3530742848427966e7	780
2.386907203790534e7	840
2.387115966161422e7	840
2.2091215506805014e7	840
2.0456069581765477e7	840
2.1880076673546072e7	840
2.4543609499698818e7	840
2.023852743950989e7	840
2.1794423698282667e7	840
2.1319854085309703e7	840
2.341739627634509e7	840
2.3490669595051754e7	840
2.3865770330614828e7	900
2.3833360463146154e7	900
2.2119323053686794e7	900
2.0470458529871084e7	900
2.1873223233275235e7	900
2.4584320549807932e7	900
2.022891239890961e7	900
2.129469595736299e7	900
2.182141127815638e7	900
2.337189123713163e7	900
2.3450733664641686e7	900
2.386292406912097e7	960
2.3795640388542667e7	960
2.2147588555554617e7	960
2.0485128625383794e7	960
2.1866822438703373e7	960
2.462510939645788e7	960
2.0219653604744375e7	960
2.1269871163591858e7	960
2.184876647613192e7	960
2.33265197874637e7	960
2.341093989638724e7	960
2.3860534416489087e7	1020
2.3758002428552896e7	1020
2.217601082203323e7	1020
2.0500078195124175e7	1020
2.186087554654013e7	1020
2.4665975106593855e7	1020
2.0210752902500805e7	1020
2.1245403704986993e7	1020
2.187646593126978e7	1020
2.3281287106267724e7	1020
2.3371292956464294e7	1020
2.385860239409945e7	1080
2.3720449515641604e7	1080
2.220458862353331e7	1080
2.051530558594216e7	1080
2.1855383719811123e7	1080
2.470691657020973e7	1080
2.0202212085798994e7	1080
2.1221296850123852e7	1080
2.190450667422272e7	1080
2.3236198165610474e7	1080
2.3331797348785188e7	1080
2.385712895786443e7	1140
2.3682984540001206e7	1140
2.2233320656270284e7	1140
2.053080907994163e7	1140
2.1850348014264636e7	1140
2.474793251976325e7	1140
2.019403291106273e7	1140
2.119755368573535e7	1140
2.193288555427569e7	1140
2.319125779453619e7	1140
2.329245740014938e7	1140
