2.3958733829293627e7	0
2.440449947822718e7	0
2.1712399818263877e7	0
2.2021410318235368e7	0
2.028355162407317e7	0
2.0408368690219864e7	0
2.3983914015082315e7	0
2.1456329005191475e7	0
2.1710525062169574e7	0
2.4070166778468534e7	0
2.4066634588902954e7	0
2.3949192807634994e7	60
2.4365927585132096e7	60
2.1738186504694518e7	60
2.200844599355846e7	60
2.0293816879172876e7	60
2.039399096705477e7	60
2.4023553842297677e7	60
2.1478314816173695e7	60
2.1680820681715254e7	60
2.4023401252870705e7	60
2.4025276428546157e7	60
2.3940097922455657e7	120
2.4327383982600853e7	120
2.176415693498145e7	120
2.199589581386494e7	120
2.0304388486041963e7	120
2.0379944306697916e7	120
2.4063268779391475e7	120
2.1500672315542508e7	120
2.1651404912781026e7	120
2.3976691755380023e7	120
2.398397376675252e7	120
2.3931430277892467e7	180
2.4288882529853243e7	180
2.179029204382856e7	180
2.1983781383839257e7	180
2.0315257092912674e7	180
2.036622776499614e7	180
2.4103052644450545e7	180
2.152340345765803e7	180
2.1622274667239916e7	180
2.393003041055646e7	180
2.3942736633661572e7	180
2.392319033190997e7	240
2.4250407438709114e7	240
2.1816588919836447e7	240
2.1972093836359583e7	240
2.032642913739834e7	240
2.035284132026568e7	240
2.4142920805836532e7	240
2.154650023247416e7	240
2.159344947202083e7	240
2.38834260802817e7	240
2.3901572223017577e7	240
2.3915385819639407e7	300
2.421198756064856e7	300
2.184306343557358e7	300
2.1960847743013486e7	300
2.0337897852326494e7	300
2.418286067325175e7	300
2.033979272224992e7	300
2.1569957714642417e7	300
2.156492086093044e7	300
2.3836883614151392e7	300
2.386049163312006e7	300
2.39080174760238e7	360
2.417361080467543e7	360
2.186969646965807e7	360
2.1950039601174023e7	360
2.0349663678431943e7	360
2.422288180580431e7	360
2.0327075504823275e7	360
2.159377946822413e7	360
2.1536702373565104e7	360
2.379042808435068e7	360
2.3819493709235873e7	360
2.3901101709883552e7	420
2.41352811827347e7	420
2.1896510470200934e7	420
2.1939662486316666e7	420
2.036172651177608e7	420
2.4262974677308656e7	420
2.031470627965147e7	420
2.161797231985505e7	420
2.150880997492673e7	420
2.374403985075396e7	420
2.377859634025506e7	420
2.3894623424162064e7	480
2.409700813146491e7	480
2.1923483449761342e7	480
2.037407790225914e7	480
2.1929722986108933e7	480
2.430315204711785e7	480
2.030266833925651e7	480
2.1642528979155455e7	480
2.1481218047779843e7	480
2.3697734319508623e7	480
2.37377918158317e7	480
2.3888582989737943e7	540
2.405879718444296e7	540
2.195061257249084e7	540
2.038673058447496e7	540
2.192021754914384e7	540
2.4343408948475208e7	540
2.0290979216988757e7	540
2.166744173220086e7	540
2.1453963690053873e7	540
2.3651535498125926e7	540
2.3697089633203857e7	540
2.3883000203004103e7	600
2.402064653560833e7	600
2.1977914404526334e7	600
2.0399666092827126e7	600
2.19111738757211e7	600
2.4383740779699925e7	600
2.027963422145407e7	600
2.1692717860788576e7	600
2.142703288714868e7	600
2.3605422219560612e7	600
2.365649876982885e7	600
2.3877853624410976e7	660
2.3982551772708774e7	660
2.2005380013674986e7	660
2.0412898225275997e7	660
2.190256635157268e7	660
2.442415188698979e7	660
2.02686350619529e7	660
2.1718352075213175e7	660
2.1400437693401173e7	660
2.355942557945186e7	660
2.361602809463553e7	660
2.3873163792542987e7	720
2.394453349103096e7	720
2.2033011951089147e7	720
2.0426410859074563e7	720
2.1894410529539023e7	720
2.446465127941467e7	720
2.0257983862067707e7	720
2.1744339019949224e7	720
2.1374181369347706e7	720
2.351353536265079e7	720
2.3575676205052014e7	720
2.3868929194556385e7	780
2.3906571448970538e7	780
2.206080481801105e7	780
2.0440211124088638e7	780
2.188669650969778e7	780
2.4505224075342014e7	780
2.0247681493998844e7	780
2.177069163703897e7	780
2.1348269985671394e7	780
2.346775724021209e7	780
2.3535447705557585e7	780
2.386514309504252e7	840
2.3868699510640144e7	840
2.2088749666382357e7	840
2.045429920385968e7	840
2.1879437143121373e7	840
2.4545879226396594e7	840
2.0237735530657846e7	840
2.1797386421454996e7	840
2.1322696005403697e7	840
2.342211377234936e7	840
2.34953587077479e7	840
2.386180796256256e7	900
2.3830886526203193e7	900
2.2116859877583653e7	900
2.0468671913370494e7	900
2.1872620970451936e7	900
2.458660963010506e7	900
2.0228141382979658e7	900
2.129747688815786e7	900
2.1824430778348207e7	900
2.3376586760076478e7	900
2.345540967817505e7	900
2.3858936889058463e7	960
2.379316359951276e7	960
2.2145126319871094e7	960
2.0483328040699728e7	960
2.186627136411096e7	960
2.4627408954556134e7	960
2.021890987377573e7	960
2.1272609567470163e7	960
2.1851823959444962e7	960
2.3331191158984713e7	960
2.3415583195230406e7	960
2.385651632135672e7	1020
2.3755520913630664e7	1020
2.2173558535289403e7	1020
2.0498260909823984e7	1020
2.1860365259386197e7	1020
2.4668301711575467e7	1020
2.021002740426886e7	1020
2.1248107612054903e7	1020
2.1879559033535708e7	1020
2.3285943879177913e7	1020
2.337592801330851e7	1020
2.385455269516337e7	1080
2.371796249828634e7	1080
2.220213574555066e7	1080
2.051345895533088e7	1080
2.1854925758065898e7	1080
2.4709259883878827e7	1080
2.020151797920715e7	1080
2.1223952094547622e7	1080
2.1907637273207467e7	1080
2.3240831123015482e7	1080
2.3336405370360464e7	1080
2.3853045806198508e7	1140
2.368050011363058e7	1140
2.2230867301660057e7	1140
2.0528950730780452e7	1140
2.1849926825594828e7	1140
2.4750289210589897e7	1140
2.0193359726369195e7	1140
2.1200174297662962e7	1140
2.1936060440138258e7	1140
2.3195873264329795e7	1140
2.3297035591875646e7	1140
