1	-2.1302167873999998e7	-1.0764195647e7	1.1772481952e7
1	-2.200349341e7	-1.1767363934e7	9.280038242e6
1	-2.2539567244999997e7	-1.2538475633e7	6.628980443e6
1	-2.2874317662e7	-1.3091940213e7	3.8647221119999997e6
1	-2.2976579066999998e7	-1.3449362667e7	1.034517219e6
1	-2.2821353858e7	-1.3638524648e7	-1.813332149e6
1	-2.2390849194e7	-1.3692139642e7	-4.630280486e6
1	-2.1675250402000003e7	-1.3646430242e7	-7.368343814e6
1	-2.0673202481e7	-1.3539581784e7	-9.980892968e6
2	1.1576702645e7	2.2090471747e7	1.0110652603e7
2	1.0517444584e7	2.1406911112000003e7	1.2484874727e7
2	9.232420823e6	2.0615262764e7	1.4652738387e7
2	7.725808813e6	1.9754766217e7	1.6578507787999999e7
2	6.00952144e6	1.8864213822e7	1.8230290741e7
2	4.102960695e6	1.7980504856e7	1.9580505493e7
2	2.032508209e6	1.7137275593e7	2.0606298794999998e7
2	-169232.38900000002	1.6363651266e7	2.1289911714e7
2	-2.464418832e6	1.5683162797e7	2.1618988928999998e7
3	-1.830879565e7	1.002876802e6	1.8960699294999998e7
3	-1.9740467095e7	-606538.509	1.7533386327e7
3	-2.1110054655e7	-2.023857199e6	1.579916123e7
3	-2.2375158911e7	-3.241426892e6	1.3789469054e7
3	-2.349454159e7	-4.259910898e6	1.1540337919e7
3	-2.4429693411e7	-5.087985724e6	9.091664908e6
3	-2.5146287183000002e7	-5.741729024999999e6	6.486454318e6
3	-2.561546216e7	-6.243730063e6	3.770026016e6
3	-2.5814894262999997e7	-6.621964385e6	989210.429
4	4.140274675e6	2.2040459961e7	-1.4135271818e7
4	3.531454742e6	2.3423799294e7	-1.1874901963e7
4	3.0430406429999997e6	2.4573570496e7	-9.408738289e6
4	2.648699895e6	2.5460192044999998e7	-6.779336901e6
4	2.317481115e6	2.6061310341000002e7	-4.032202577e6
4	2.0152175529999998e6	2.6362636221e7	-1.214987778e6
4	1.706065205e6	2.635847843e7	1.62335415e6
4	1.354113453e6	2.6051951264e7	4.433445032e6
4	925002.684	2.5454846954e7	7.1663696389999995e6
5	125649.969	1.8960950983e7	1.8589298161e7
5	-1.527655164e6	1.7497024757e7	1.9913217444999997e7
5	-3.353471037e6	1.6035315226e7	2.0894170672e7
5	-5.32525243e6	1.4615635645e7	2.1515217218000002e7
