2	11576702.6450000	22090471.7470000	10110652.6030000
2	10517444.5840000	21406911.1120000	12484874.7270000
2	9232420.82300000	20615262.7640000	14652738.3870000
2	7725808.81300000	19754766.2170000	16578507.7880000
2	6009521.44000000	18864213.8220000	18230290.7410000
2	4102960.69500000	17980504.8560000	19580505.4930000
2	2032508.20900000	17137275.5930000	20606298.7950000
2	-169232.389000000	16363651.2660000	21289911.7140000
2	-2464418.83200000	15683162.7970000	21618988.9290000
5	125649.969000000	18960950.9830000	18589298.1610000
5	-1527655.16400000	17497024.7570000	19913217.4450000
5	-3353471.03700000	16035315.2260000	20894170.6720000
5	-5325252.43000000	14615635.6450000	21515217.2180000
5	-7409618.01400000	13273325.1950000	21765615.8030000
5	-9567455.29100000	12037964.8210000	21641012.4930000
5	-11755253.7270000	10932327.5930000	21143518.4550000
5	-13926615.3550000	9971604.00800000	20281675.9820000
5	-16033885.2180000	9162931.86800000	19070313.1910000
11	12798432.9330000	7373883.81300000	22009797.7760000
11	12043284.7720000	9755278.04400000	21524097.6780000
11	11442154.4310000	12099038.9740000	20666498.9800000
11	10994984.4500000	14354867.6480000	19452506.4540000
11	10693201.8180000	16474330.9140000	17903709.2350000
11	10520194.4220000	18412558.5320000	16047362.6820000
11	10452104.4430000	20129800.0650000	13915879.6120000
11	10458904.3810000	21592784.0820000	11546242.1590000
11	10505711.2110000	22775830.6580000	8979346.21900000
13	15413985.2870000	-14018644.6650000	16615403.6220000
13	17165253.8100000	-14188137.1600000	14590429.1290000
13	18672278.7320000	-14390101.7390000	12316170.6430000
13	19912951.0340000	-14587648.8450000	9830853.12100000
13	20873419.5450000	-14741540.8890000	7176550.51400000
13	21548528.0910000	-14811828.6630000	4398510.87400000
13	21941929.0390000	-14759542.6020000	1544408.75700000
13	22065863.6060000	-14548372.9760000	-1336464.59800000
13	21940612.3630000	-14146271.5220000	-4194060.39800000
23	21314685.2040000	13572928.1340000	8327521.65800000
23	21717429.2030000	14306583.5090000	5638314.89000000
23	21923207.7200000	14816648.2510000	2852607.99300000
23	21901537.3810000	15124563.8710000	18095.5580000000
23	21628042.9230000	15257951.2110000	-2816728.21600000
23	21085496.3590000	15249379.7070000	-5603385.65100000
23	20264593.5270000	15134956.3310000	-8294229.98900000
23	19164438.4790000	14952788.3620000	-10843245.2550000
23	17792717.0140000	14741378.8080000	-13206819.0790000
24	16029503.9410000	-6510342.92900000	20033596.5140000
24	15510845.9590000	-4201284.93800000	21041703.6580000
24	15100300.1660000	-1776155.81400000	21684305.2420000
24	14815623.3330000	717897.406000000	21950560.1300000
24	14666580.9490000	3231092.31300000	21836224.2640000
24	14654587.9100000	5712754.50900000	21343699.8100000
24	14772691.3080000	8113090.68900000	20481963.6660000
24	15005893.7520000	10384922.2020000	19266378.7080000
24	15331802.0950000	12485312.1940000	17718393.3450000
28	26042718.7880000	-5079913.86000000	-443106.641000000
28	25983754.3640000	-4829831.20200000	2430682.12100000
28	25626584.5810000	-4489757.74600000	5262544.32600000
28	24990051.8010000	-4026174.90600000	8003666.24900000
28	24100734.3450000	-3410147.42700000	10606842.8640000
28	22991901.9680000	-2618641.93700000	13027292.9690000
28	21702226.7770000	-1635614.66600000	15223428.8820000
28	20274300.3360000	-452825.922000000	17157567.4930000
28	18753014.9630000	929650.275000000	18796570.7990000
30	-1215510.77800000	-19559703.1170000	17927990.0350000
30	329602.066000000	-18106596.4700000	19467623.3690000
30	2062663.17200000	-16635867.5900000	20673341.1910000
30	3960962.49500000	-15190541.7750000	21525552.9680000
30	5994461.03600000	-13809663.8910000	22010774.2510000
30	8126795.08800000	-12526906.1690000	22121778.0830000
30	10316514.3200000	-11369403.5510000	21857643.6880000
30	12518505.2190000	-10356855.4850000	21223706.5870000
30	14685546.1160000	-9500922.54100000	20231415.1790000
31	-8562424.87100000	-16297242.2060000	19368345.9340000
31	-7741935.70300000	-18251238.6560000	17964315.8830000
31	-7072435.81600000	-20074010.7590000	16257777.8560000
31	-6542773.75200000	-21724625.6130000	14278334.7980000
31	-6134826.92800000	-23166253.4630000	12059870.4420000
31	-5824374.61000000	-24367409.2730000	9639981.33100000
31	-5582190.08400000	-25303001.7520000	7059370.49200000
31	-5375311.03500000	-25955156.3670000	4361210.32700000
31	-5168442.26300000	-26313786.6030000	1590481.47900000
